组播,#genre#
上海金色学堂,http://115.211.1.213:8001/udp/233.50.201.186:5140
湖南快乐垂钓,http://115.211.1.213:8001/udp/233.50.201.109:5140
湖南茶频道,http://115.211.1.213:8001/udp/233.50.201.188:5140
晴彩竞技,http://115.211.1.213:8001/udp/233.50.202.26:5140
晴彩篮球,http://115.211.1.213:8001/udp/233.50.202.27:5140
晴彩羽毛球,http://115.211.1.213:8001/udp/233.50.202.28:5140
晴彩广场舞,http://115.211.1.213:8001/udp/233.50.202.29:5140
轮播频道1,http://115.211.1.213:8001/udp/233.50.201.116:5140
轮播频道2,http://115.211.1.213:8001/udp/233.50.201.117:5140
中国蓝直播,http://115.211.1.213:8001/udp/233.50.201.108:5140
湖州新闻,http://115.211.1.213:8001/udp/233.50.201.158:5140
金华新闻,http://115.211.1.213:8001/udp/233.50.201.161:5140
丽水新闻,http://115.211.1.213:8001/udp/233.50.201.162:5140
嘉兴新闻,http://115.211.1.213:8001/udp/233.50.201.163:5140
桐乡新闻,http://115.211.1.213:8001/udp/233.50.201.169:5140
江苏城市频道,http://114.226.212.153:8787/rtp/239.49.8.107:8000
江苏综艺频道,http://114.226.212.153:8787/rtp/239.49.8.108:8000
江苏体育休闲,http://114.226.212.153:8787/rtp/239.49.8.117:8000
江苏影视频道,http://114.226.212.153:8787/rtp/239.49.8.118:8000
江苏优漫卡通,http://114.226.212.153:8787/rtp/239.49.8.119:8000
江苏新闻频道,http://114.226.212.153:8787/rtp/239.49.8.120:8000
江苏教育频道,http://114.226.212.153:8787/rtp/239.49.8.122:8000
江苏国际频道,http://114.226.212.153:8787/rtp/239.49.1.23:6000
江苏财富天下,http://114.226.212.153:8787/rtp/239.49.1.29:6000
南京新闻综合,http://114.226.212.153:8787/rtp/239.49.0.25:8192
南京科教频道,http://114.226.212.153:8787/rtp/239.49.0.183:9434
南京生活频道,http://114.226.212.153:8787/rtp/239.49.0.26:8200
GCTN英语,http://114.226.212.153:8787/rtp/239.49.0.9:8064
江苏城市频道,http://114.226.212.154:8787/rtp/239.49.8.107:8000
江苏综艺频道,http://114.226.212.154:8787/rtp/239.49.8.108:8000
江苏体育休闲,http://114.226.212.154:8787/rtp/239.49.8.117:8000
江苏影视频道,http://114.226.212.154:8787/rtp/239.49.8.118:8000
江苏优漫卡通,http://114.226.212.154:8787/rtp/239.49.8.119:8000
江苏新闻频道,http://114.226.212.154:8787/rtp/239.49.8.120:8000
江苏教育频道,http://114.226.212.154:8787/rtp/239.49.8.122:8000
江苏国际频道,http://114.226.212.154:8787/rtp/239.49.1.23:6000
江苏财富天下,http://114.226.212.154:8787/rtp/239.49.1.29:6000
南京新闻综合,http://114.226.212.154:8787/rtp/239.49.0.25:8192
南京科教频道,http://114.226.212.154:8787/rtp/239.49.0.183:9434
南京生活频道,http://114.226.212.154:8787/rtp/239.49.0.26:8200
GCTN英语,http://114.226.212.154:8787/rtp/239.49.0.9:8064
江苏城市频道,http://114.226.212.155:8787/rtp/239.49.8.107:8000
江苏综艺频道,http://114.226.212.155:8787/rtp/239.49.8.108:8000
江苏体育休闲,http://114.226.212.155:8787/rtp/239.49.8.117:8000
江苏影视频道,http://114.226.212.155:8787/rtp/239.49.8.118:8000
江苏优漫卡通,http://114.226.212.155:8787/rtp/239.49.8.119:8000
江苏新闻频道,http://114.226.212.155:8787/rtp/239.49.8.120:8000
江苏教育频道,http://114.226.212.155:8787/rtp/239.49.8.122:8000
江苏国际频道,http://114.226.212.155:8787/rtp/239.49.1.23:6000
江苏财富天下,http://114.226.212.155:8787/rtp/239.49.1.29:6000
南京新闻综合,http://114.226.212.155:8787/rtp/239.49.0.25:8192
南京科教频道,http://114.226.212.155:8787/rtp/239.49.0.183:9434
南京生活频道,http://114.226.212.155:8787/rtp/239.49.0.26:8200
GCTN英语,http://114.226.212.155:8787/rtp/239.49.0.9:8064
江苏城市频道,http://121.237.245.222:8888/rtp/239.49.8.107:8000
江苏综艺频道,http://121.237.245.222:8888/rtp/239.49.8.108:8000
江苏体育休闲,http://121.237.245.222:8888/rtp/239.49.8.117:8000
江苏影视频道,http://121.237.245.222:8888/rtp/239.49.8.118:8000
江苏优漫卡通,http://121.237.245.222:8888/rtp/239.49.8.119:8000
江苏新闻频道,http://121.237.245.222:8888/rtp/239.49.8.120:8000
江苏教育频道,http://121.237.245.222:8888/rtp/239.49.8.122:8000
江苏国际频道,http://121.237.245.222:8888/rtp/239.49.1.23:6000
江苏财富天下,http://121.237.245.222:8888/rtp/239.49.1.29:6000
南京新闻综合,http://121.237.245.222:8888/rtp/239.49.0.25:8192
南京科教频道,http://121.237.245.222:8888/rtp/239.49.0.183:9434
南京生活频道,http://121.237.245.222:8888/rtp/239.49.0.26:8200
GCTN英语,http://121.237.245.222:8888/rtp/239.49.0.9:8064
四川影视文艺,http://171.213.238.188:8188/udp/239.93.0.166:5140
四川经济频道,http://171.213.238.188:8188/udp/239.93.1.101:5140
四川新闻频道,http://171.213.238.188:8188/udp/239.93.0.47:5140
四川乡村频道,http://171.213.238.188:8188/udp/239.93.0.52:5140
四川文化旅游,http://171.213.238.188:8188/udp/239.93.1.102:5140
四川科教频道,http://171.213.238.188:8188/udp/239.93.42.44:5140
四川峨眉电影,http://171.213.238.188:8188/udp/239.93.0.252:5140
四川妇女儿童,http://171.213.238.188:8188/udp/239.93.0.219:5140
凤凰中文,http://171.213.238.188:8188/udp/239.93.0.162:2192
凤凰资讯,http://171.213.238.188:8188/udp/239.93.0.118:2191
成都综合频道,http://171.213.238.188:8188/udp/239.93.0.16:5140
成都经济频道,http://171.213.238.188:8188/udp/239.93.0.17:1239
成都生活频道,http://171.213.238.188:8188/udp/239.93.0.18:1238
成都影视频道,http://171.213.238.188:8188/udp/239.93.0.19:1250
成都公共频道,http://171.213.238.188:8188/udp/239.93.1.231:5140
成都少儿频道,http://171.213.238.188:8188/udp/239.93.0.21:1251
蓉城先锋,http://171.213.238.188:8188/udp/239.93.0.91:2101
绚影4K,http://171.213.238.188:8188/udp/239.93.42.33:5140
爱上4K,http://171.213.238.188:8188/udp/239.93.0.97:5140
4K乐享超清,http://171.213.238.188:8188/udp/239.93.0.43:5140
中录动漫4K,http://171.213.238.188:8188/udp/239.93.1.188:5140
百视通华语影院,http://171.213.238.188:8188/udp/239.93.0.138:5140
百视通星光院线,http://171.213.238.188:8188/udp/239.93.0.139:5140
百视通全球大片,http://171.213.238.188:8188/udp/239.93.0.105:5140
百视通热门剧场,http://171.213.238.188:8188/udp/239.93.0.140:5140
百视通谍战剧场,http://171.213.238.188:8188/udp/239.93.0.95:5140
百视通青春动漫,http://171.213.238.188:8188/udp/239.93.0.146:5140
百视通宝宝动画,http://171.213.238.188:8188/udp/239.93.0.147:5140
百视通热门综艺,http://171.213.238.188:8188/udp/239.93.0.151:5140
百视通戏曲精选,http://171.213.238.188:8188/udp/239.93.0.144:5140
百视通电竞天堂,http://171.213.238.188:8188/udp/239.93.1.135:5140
iHOT爱浪漫,http://171.213.238.188:8188/udp/239.93.42.21:5140
iHOT爱喜剧,http://171.213.238.188:8188/udp/239.93.42.9:5140
iHOT爱奇谈,http://171.213.238.188:8188/udp/239.93.42.22:5140
iHOT爱科幻,http://171.213.238.188:8188/udp/239.93.42.10:5140
iHOT爱院线,http://171.213.238.188:8188/udp/239.93.42.11:5140
iHOT爱谍战,http://171.213.238.188:8188/udp/239.93.42.14:5140
iHOT爱历史,http://171.213.238.188:8188/udp/239.93.42.13:5140
iHOT爱悬疑,http://171.213.238.188:8188/udp/239.93.42.12:5140
iHOT爱都市,http://171.213.238.188:8188/udp/239.93.42.15:5140
iHOT爱旅行,http://171.213.238.188:8188/udp/239.93.42.16:5140
iHOT爱体育,http://171.213.238.188:8188/udp/239.93.42.19:5140
iHOT爱赛车,http://171.213.238.188:8188/udp/239.93.42.20:5140
iHOT爱动漫,http://171.213.238.188:8188/udp/239.93.42.23:5140
iHOT爱幼教,http://171.213.238.188:8188/udp/239.93.42.17:5140
iHOT爱玩具,http://171.213.238.188:8188/udp/239.93.42.18:5140
红色经典,http://171.213.238.188:8188/udp/239.93.1.176:5140
上海都市剧场,http://171.213.238.188:8188/udp/239.93.42.30:5140
上海纪实人文,http://171.213.238.188:8188/udp/239.93.1.137:5140
上海生活时尚,http://171.213.238.188:8188/udp/239.93.42.29:5140
上海东方财经,http://171.213.238.188:8188/udp/239.93.1.165:5140
湖南快乐垂钓,http://171.213.238.188:8188/udp/239.93.1.151:5140
湖南茶频道,http://171.213.238.188:8188/udp/239.93.0.114:5140
CETV-1,http://171.213.238.188:8188/udp/239.93.1.111:5140
求索频道,http://171.213.238.188:8188/udp/239.93.42.24:5140
i成都,http://171.213.238.188:8188/udp/239.93.1.104:1234
亲子趣学4K,http://171.213.238.188:8188/udp/239.93.1.191:5140
少儿天地,http://171.213.238.188:8188/udp/239.93.42.34:5140
爱宠宠物,http://171.213.238.188:8188/udp/239.93.42.32:5140
来钓鱼吧,http://171.213.238.188:8188/udp/239.93.42.8:5140
麻辣体育,http://171.213.238.188:8188/udp/239.93.42.2:5140
熊猫体娱,http://171.213.238.188:8188/udp/239.93.0.94:5140
熊猫少儿,http://171.213.238.188:8188/udp/239.93.1.189:5140
熊猫影院,http://171.213.238.188:8188/udp/239.93.0.214:5140
熊猫卡通,http://171.213.238.188:8188/udp/239.93.1.172:5140
熊猫频道,http://171.213.238.188:8188/udp/239.93.0.211:9148
熊猫24小时,http://171.213.238.188:8188/udp/239.93.1.178:5140
收视导视,http://171.213.238.188:8188/udp/239.93.1.39:5140
熊猫爱生活,http://171.213.238.188:8188/udp/239.93.1.190:5140
大爱四川,http://171.213.238.188:8188/udp/239.93.1.110:5140
大爱旅游,http://171.213.238.188:8188/udp/239.93.42.70:5140
大爱生活,http://171.213.238.188:8188/udp/239.93.42.71:5140
大爱时尚,http://171.213.238.188:8188/udp/239.93.42.72:5140
天元围棋,http://171.213.238.188:8188/udp/239.93.42.55:5140
乐龄学堂,http://171.213.238.188:8188/udp/239.93.1.179:5140
CHANNEL-V,http://171.213.238.188:8188/udp/239.93.0.157:2194
四川影视文艺,http://171.213.239.229:8188/udp/239.93.0.166:5140
四川经济频道,http://171.213.239.229:8188/udp/239.93.1.101:5140
四川新闻频道,http://171.213.239.229:8188/udp/239.93.0.47:5140
四川乡村频道,http://171.213.239.229:8188/udp/239.93.0.52:5140
四川文化旅游,http://171.213.239.229:8188/udp/239.93.1.102:5140
四川科教频道,http://171.213.239.229:8188/udp/239.93.42.44:5140
四川峨眉电影,http://171.213.239.229:8188/udp/239.93.0.252:5140
四川妇女儿童,http://171.213.239.229:8188/udp/239.93.0.219:5140
凤凰中文,http://171.213.239.229:8188/udp/239.93.0.162:2192
凤凰资讯,http://171.213.239.229:8188/udp/239.93.0.118:2191
成都综合频道,http://171.213.239.229:8188/udp/239.93.0.16:5140
成都经济频道,http://171.213.239.229:8188/udp/239.93.0.17:1239
成都生活频道,http://171.213.239.229:8188/udp/239.93.0.18:1238
成都影视频道,http://171.213.239.229:8188/udp/239.93.0.19:1250
成都公共频道,http://171.213.239.229:8188/udp/239.93.1.231:5140
成都少儿频道,http://171.213.239.229:8188/udp/239.93.0.21:1251
蓉城先锋,http://171.213.239.229:8188/udp/239.93.0.91:2101
绚影4K,http://171.213.239.229:8188/udp/239.93.42.33:5140
爱上4K,http://171.213.239.229:8188/udp/239.93.0.97:5140
4K乐享超清,http://171.213.239.229:8188/udp/239.93.0.43:5140
中录动漫4K,http://171.213.239.229:8188/udp/239.93.1.188:5140
百视通华语影院,http://171.213.239.229:8188/udp/239.93.0.138:5140
百视通星光院线,http://171.213.239.229:8188/udp/239.93.0.139:5140
百视通全球大片,http://171.213.239.229:8188/udp/239.93.0.105:5140
百视通热门剧场,http://171.213.239.229:8188/udp/239.93.0.140:5140
百视通谍战剧场,http://171.213.239.229:8188/udp/239.93.0.95:5140
百视通青春动漫,http://171.213.239.229:8188/udp/239.93.0.146:5140
百视通宝宝动画,http://171.213.239.229:8188/udp/239.93.0.147:5140
百视通热门综艺,http://171.213.239.229:8188/udp/239.93.0.151:5140
百视通戏曲精选,http://171.213.239.229:8188/udp/239.93.0.144:5140
百视通电竞天堂,http://171.213.239.229:8188/udp/239.93.1.135:5140
iHOT爱浪漫,http://171.213.239.229:8188/udp/239.93.42.21:5140
iHOT爱喜剧,http://171.213.239.229:8188/udp/239.93.42.9:5140
iHOT爱奇谈,http://171.213.239.229:8188/udp/239.93.42.22:5140
iHOT爱科幻,http://171.213.239.229:8188/udp/239.93.42.10:5140
iHOT爱院线,http://171.213.239.229:8188/udp/239.93.42.11:5140
iHOT爱谍战,http://171.213.239.229:8188/udp/239.93.42.14:5140
iHOT爱历史,http://171.213.239.229:8188/udp/239.93.42.13:5140
iHOT爱悬疑,http://171.213.239.229:8188/udp/239.93.42.12:5140
iHOT爱都市,http://171.213.239.229:8188/udp/239.93.42.15:5140
iHOT爱旅行,http://171.213.239.229:8188/udp/239.93.42.16:5140
iHOT爱体育,http://171.213.239.229:8188/udp/239.93.42.19:5140
iHOT爱赛车,http://171.213.239.229:8188/udp/239.93.42.20:5140
iHOT爱动漫,http://171.213.239.229:8188/udp/239.93.42.23:5140
iHOT爱幼教,http://171.213.239.229:8188/udp/239.93.42.17:5140
iHOT爱玩具,http://171.213.239.229:8188/udp/239.93.42.18:5140
红色经典,http://171.213.239.229:8188/udp/239.93.1.176:5140
上海都市剧场,http://171.213.239.229:8188/udp/239.93.42.30:5140
上海纪实人文,http://171.213.239.229:8188/udp/239.93.1.137:5140
上海生活时尚,http://171.213.239.229:8188/udp/239.93.42.29:5140
上海东方财经,http://171.213.239.229:8188/udp/239.93.1.165:5140
湖南快乐垂钓,http://171.213.239.229:8188/udp/239.93.1.151:5140
湖南茶频道,http://171.213.239.229:8188/udp/239.93.0.114:5140
CETV-1,http://171.213.239.229:8188/udp/239.93.1.111:5140
求索频道,http://171.213.239.229:8188/udp/239.93.42.24:5140
i成都,http://171.213.239.229:8188/udp/239.93.1.104:1234
亲子趣学4K,http://171.213.239.229:8188/udp/239.93.1.191:5140
少儿天地,http://171.213.239.229:8188/udp/239.93.42.34:5140
爱宠宠物,http://171.213.239.229:8188/udp/239.93.42.32:5140
来钓鱼吧,http://171.213.239.229:8188/udp/239.93.42.8:5140
麻辣体育,http://171.213.239.229:8188/udp/239.93.42.2:5140
熊猫体娱,http://171.213.239.229:8188/udp/239.93.0.94:5140
熊猫少儿,http://171.213.239.229:8188/udp/239.93.1.189:5140
熊猫影院,http://171.213.239.229:8188/udp/239.93.0.214:5140
熊猫卡通,http://171.213.239.229:8188/udp/239.93.1.172:5140
熊猫频道,http://171.213.239.229:8188/udp/239.93.0.211:9148
熊猫24小时,http://171.213.239.229:8188/udp/239.93.1.178:5140
收视导视,http://171.213.239.229:8188/udp/239.93.1.39:5140
熊猫爱生活,http://171.213.239.229:8188/udp/239.93.1.190:5140
大爱四川,http://171.213.239.229:8188/udp/239.93.1.110:5140
大爱旅游,http://171.213.239.229:8188/udp/239.93.42.70:5140
大爱生活,http://171.213.239.229:8188/udp/239.93.42.71:5140
大爱时尚,http://171.213.239.229:8188/udp/239.93.42.72:5140
天元围棋,http://171.213.239.229:8188/udp/239.93.42.55:5140
乐龄学堂,http://171.213.239.229:8188/udp/239.93.1.179:5140
CHANNEL-V,http://171.213.239.229:8188/udp/239.93.0.157:2194
四川影视文艺,http://171.213.242.8:8188/udp/239.93.0.166:5140
四川经济频道,http://171.213.242.8:8188/udp/239.93.1.101:5140
四川新闻频道,http://171.213.242.8:8188/udp/239.93.0.47:5140
四川乡村频道,http://171.213.242.8:8188/udp/239.93.0.52:5140
四川文化旅游,http://171.213.242.8:8188/udp/239.93.1.102:5140
四川科教频道,http://171.213.242.8:8188/udp/239.93.42.44:5140
四川峨眉电影,http://171.213.242.8:8188/udp/239.93.0.252:5140
四川妇女儿童,http://171.213.242.8:8188/udp/239.93.0.219:5140
凤凰中文,http://171.213.242.8:8188/udp/239.93.0.162:2192
凤凰资讯,http://171.213.242.8:8188/udp/239.93.0.118:2191
成都综合频道,http://171.213.242.8:8188/udp/239.93.0.16:5140
成都经济频道,http://171.213.242.8:8188/udp/239.93.0.17:1239
成都生活频道,http://171.213.242.8:8188/udp/239.93.0.18:1238
成都影视频道,http://171.213.242.8:8188/udp/239.93.0.19:1250
成都公共频道,http://171.213.242.8:8188/udp/239.93.1.231:5140
成都少儿频道,http://171.213.242.8:8188/udp/239.93.0.21:1251
蓉城先锋,http://171.213.242.8:8188/udp/239.93.0.91:2101
绚影4K,http://171.213.242.8:8188/udp/239.93.42.33:5140
爱上4K,http://171.213.242.8:8188/udp/239.93.0.97:5140
4K乐享超清,http://171.213.242.8:8188/udp/239.93.0.43:5140
中录动漫4K,http://171.213.242.8:8188/udp/239.93.1.188:5140
百视通华语影院,http://171.213.242.8:8188/udp/239.93.0.138:5140
百视通星光院线,http://171.213.242.8:8188/udp/239.93.0.139:5140
百视通全球大片,http://171.213.242.8:8188/udp/239.93.0.105:5140
百视通热门剧场,http://171.213.242.8:8188/udp/239.93.0.140:5140
百视通谍战剧场,http://171.213.242.8:8188/udp/239.93.0.95:5140
百视通青春动漫,http://171.213.242.8:8188/udp/239.93.0.146:5140
百视通宝宝动画,http://171.213.242.8:8188/udp/239.93.0.147:5140
百视通热门综艺,http://171.213.242.8:8188/udp/239.93.0.151:5140
百视通戏曲精选,http://171.213.242.8:8188/udp/239.93.0.144:5140
百视通电竞天堂,http://171.213.242.8:8188/udp/239.93.1.135:5140
iHOT爱浪漫,http://171.213.242.8:8188/udp/239.93.42.21:5140
iHOT爱喜剧,http://171.213.242.8:8188/udp/239.93.42.9:5140
iHOT爱奇谈,http://171.213.242.8:8188/udp/239.93.42.22:5140
iHOT爱科幻,http://171.213.242.8:8188/udp/239.93.42.10:5140
iHOT爱院线,http://171.213.242.8:8188/udp/239.93.42.11:5140
iHOT爱谍战,http://171.213.242.8:8188/udp/239.93.42.14:5140
iHOT爱历史,http://171.213.242.8:8188/udp/239.93.42.13:5140
iHOT爱悬疑,http://171.213.242.8:8188/udp/239.93.42.12:5140
iHOT爱都市,http://171.213.242.8:8188/udp/239.93.42.15:5140
iHOT爱旅行,http://171.213.242.8:8188/udp/239.93.42.16:5140
iHOT爱体育,http://171.213.242.8:8188/udp/239.93.42.19:5140
iHOT爱赛车,http://171.213.242.8:8188/udp/239.93.42.20:5140
iHOT爱动漫,http://171.213.242.8:8188/udp/239.93.42.23:5140
iHOT爱幼教,http://171.213.242.8:8188/udp/239.93.42.17:5140
iHOT爱玩具,http://171.213.242.8:8188/udp/239.93.42.18:5140
红色经典,http://171.213.242.8:8188/udp/239.93.1.176:5140
上海都市剧场,http://171.213.242.8:8188/udp/239.93.42.30:5140
上海纪实人文,http://171.213.242.8:8188/udp/239.93.1.137:5140
上海生活时尚,http://171.213.242.8:8188/udp/239.93.42.29:5140
上海东方财经,http://171.213.242.8:8188/udp/239.93.1.165:5140
湖南快乐垂钓,http://171.213.242.8:8188/udp/239.93.1.151:5140
湖南茶频道,http://171.213.242.8:8188/udp/239.93.0.114:5140
CETV-1,http://171.213.242.8:8188/udp/239.93.1.111:5140
求索频道,http://171.213.242.8:8188/udp/239.93.42.24:5140
i成都,http://171.213.242.8:8188/udp/239.93.1.104:1234
亲子趣学4K,http://171.213.242.8:8188/udp/239.93.1.191:5140
少儿天地,http://171.213.242.8:8188/udp/239.93.42.34:5140
爱宠宠物,http://171.213.242.8:8188/udp/239.93.42.32:5140
来钓鱼吧,http://171.213.242.8:8188/udp/239.93.42.8:5140
麻辣体育,http://171.213.242.8:8188/udp/239.93.42.2:5140
熊猫体娱,http://171.213.242.8:8188/udp/239.93.0.94:5140
熊猫少儿,http://171.213.242.8:8188/udp/239.93.1.189:5140
熊猫影院,http://171.213.242.8:8188/udp/239.93.0.214:5140
熊猫卡通,http://171.213.242.8:8188/udp/239.93.1.172:5140
熊猫频道,http://171.213.242.8:8188/udp/239.93.0.211:9148
熊猫24小时,http://171.213.242.8:8188/udp/239.93.1.178:5140
收视导视,http://171.213.242.8:8188/udp/239.93.1.39:5140
熊猫爱生活,http://171.213.242.8:8188/udp/239.93.1.190:5140
大爱四川,http://171.213.242.8:8188/udp/239.93.1.110:5140
大爱旅游,http://171.213.242.8:8188/udp/239.93.42.70:5140
大爱生活,http://171.213.242.8:8188/udp/239.93.42.71:5140
大爱时尚,http://171.213.242.8:8188/udp/239.93.42.72:5140
天元围棋,http://171.213.242.8:8188/udp/239.93.42.55:5140
乐龄学堂,http://171.213.242.8:8188/udp/239.93.1.179:5140
CHANNEL-V,http://171.213.242.8:8188/udp/239.93.0.157:2194
河南都市频道,http://1.192.241.97:8188/rtp/239.16.20.164:11640
河南民生频道,http://1.192.241.97:8188/rtp/239.16.20.165:11650
河南法治频道,http://1.192.241.97:8188/rtp/239.16.10.122:2000
河南电视剧频道,http://1.192.241.97:8188/rtp/239.16.20.167:11670
河南新闻频道,http://1.192.241.97:8188/rtp/239.16.20.168:11680
河南乡村频道,http://1.192.241.97:8188/rtp/239.16.20.195:11950
河南戏曲频道,http://1.192.241.97:8188/rtp/239.16.20.171:11710
河南收藏天下,http://1.192.241.97:8188/rtp/239.16.10.149:2000
河南中华功夫,http://1.192.241.97:8188/rtp/239.16.20.173:11730
河南移动电视,http://1.192.241.97:8188/rtp/239.16.20.204:12040
河南调解剧场,http://1.192.241.97:8188/rtp/239.16.20.197:11970
河南移动戏曲,http://1.192.241.97:8188/rtp/239.16.20.120:11200
河南睛彩中原,http://1.192.241.97:8188/rtp/239.16.20.122:11220
郑州1新闻综合,http://1.192.241.97:8188/rtp/239.16.10.154:2000
郑州2商都频道,http://1.192.241.97:8188/rtp/239.16.10.155:2000
郑州3文体旅游,http://1.192.241.97:8188/rtp/239.16.10.156:2000
郑州4豫剧频道,http://1.192.241.97:8188/rtp/239.16.10.157:2000
郑州5妇女儿童,http://1.192.241.97:8188/rtp/239.16.10.158:2000
郑州6都市生活,http://1.192.241.97:8188/rtp/239.16.10.159:2000
洛阳-1新闻综合,http://1.192.241.97:8188/rtp/239.16.20.179:11790
洛阳-2科教频道,http://1.192.241.97:8188/rtp/239.16.20.177:11770
洛阳-3文旅频道,http://1.192.241.97:8188/rtp/239.16.20.178:11780
南阳1新闻综合,http://1.192.241.97:8188/rtp/239.16.10.58:2000
南阳2公共频道,http://1.192.241.97:8188/rtp/239.16.10.165:2000
南阳3科教频道,http://1.192.241.97:8188/rtp/239.16.10.164:2000
周口公共频道,http://1.192.241.97:8188/rtp/239.16.10.172:2000
周口教育频道,http://1.192.241.97:8188/rtp/239.16.10.173:2000
周口新闻综合,http://1.192.241.97:8188/rtp/239.16.10.59:2000
开封1新闻综合,http://1.192.241.97:8188/rtp/239.16.10.57:2000
开封2文化旅游,http://1.192.241.97:8188/rtp/239.16.10.177:2000
新乡公共频道,http://1.192.241.97:8188/rtp/239.16.20.154:11540
新乡新闻综合,http://1.192.241.97:8188/rtp/239.16.20.139:11390
焦作公共频道,http://1.192.241.97:8188/rtp/239.16.20.155:11550
焦作综合频道,http://1.192.241.97:8188/rtp/239.16.20.140:11400
漯河新闻综合,http://1.192.241.97:8188/rtp/239.16.10.49:2000
信阳新闻综合,http://1.192.241.97:8188/rtp/239.16.10.52:2000
信阳文旅频道,http://1.192.241.97:8188/rtp/239.16.10.71:2000
封丘1新闻综合,http://1.192.241.97:8188/rtp/239.16.20.19:10190
叶县电视台-1,http://1.192.241.97:8188/rtp/239.16.20.32:10320
新密综合频道,http://1.192.241.97:8188/rtp/239.16.20.41:10410
登封综合频道,http://1.192.241.97:8188/rtp/239.16.20.42:10420
巩义综合频道,http://1.192.241.97:8188/rtp/239.16.20.43:10430
新郑TV-1,http://1.192.241.97:8188/rtp/239.16.20.45:10450
渑池新闻综合,http://1.192.241.97:8188/rtp/239.16.20.47:10470
淅川电视台-1,http://1.192.241.97:8188/rtp/239.16.20.48:10480
新蔡TV,http://1.192.241.97:8188/rtp/239.16.20.49:10490
镇平新闻综合,http://1.192.241.97:8188/rtp/239.16.20.50:10500
宝丰TV-1,http://1.192.241.97:8188/rtp/239.16.20.63:10630
义马综合频道,http://1.192.241.97:8188/rtp/239.16.20.109:11090
鹤壁新闻综合,http://1.192.241.97:8188/rtp/239.16.20.142:11420
安阳新闻综合,http://1.192.241.97:8188/rtp/239.16.20.144:11440
三门峡新闻综合,http://1.192.241.97:8188/rtp/239.16.20.145:11450
卫辉综合频道,http://1.192.241.97:8188/rtp/239.16.20.191:11910
孟津综合综合,http://1.192.241.97:8188/rtp/239.16.20.192:11920
安阳文旅频道,http://1.192.241.97:8188/rtp/239.16.20.193:11930
淇县电视台,http://1.192.241.97:8188/rtp/239.16.20.205:12050
宜阳综合频道,http://1.192.241.97:8188/rtp/239.16.20.206:12060
汝阳综合频道,http://1.192.241.97:8188/rtp/239.16.20.207:12070
原阳电视台,http://1.192.241.97:8188/rtp/239.16.20.208:12080
宝丰-1,http://1.192.241.97:8188/rtp/239.16.20.209:12090
内黄综合频道,http://1.192.241.97:8188/rtp/239.16.20.228:12280
国学频道,http://1.192.241.97:8188/rtp/239.16.20.232:12320
郏县综合频道,http://1.192.241.97:8188/rtp/239.16.20.235:12350
禹州电视台,http://1.192.241.97:8188/rtp/239.16.10.39:2000
杞县新闻综合,http://1.192.241.97:8188/rtp/239.16.10.80:2000
永城新闻联播,http://1.192.241.97:8188/rtp/239.16.10.93:2000
光山综合频道,http://1.192.241.97:8188/rtp/239.16.10.94:2000
CETV-1,http://1.192.241.97:8188/rtp/239.16.20.78:10780
上海都市剧场,http://1.192.241.97:8188/rtp/239.16.20.38:10380
上海纪实人文,http://1.192.241.97:8188/rtp/239.16.20.124:11240
上海欢笑剧场,http://1.192.241.97:8188/rtp/239.16.20.39:10390
上海动漫秀场,http://1.192.241.97:8188/rtp/239.16.20.40:10400
上海东方财经,http://1.192.241.97:8188/rtp/239.16.20.64:10640
上海法治天地,http://1.192.241.97:8188/rtp/239.16.20.156:11560
上海乐游纪实,http://1.192.241.97:8188/rtp/239.16.20.111:11110
上海游戏风云,http://1.192.241.97:8188/rtp/239.16.20.112:11120
上海魅力足球,http://1.192.241.97:8188/rtp/239.16.20.113:11130
上海生活时尚,http://1.192.241.97:8188/rtp/239.16.20.114:11140
上海金色学堂,http://1.192.241.97:8188/rtp/239.16.20.115:11150
湖南金鹰纪实,http://1.192.241.97:8188/rtp/239.16.20.153:11530
湖南金鹰卡通,http://1.192.241.97:8188/rtp/239.16.20.104:11040
湖南快乐垂钓,http://1.192.241.97:8188/rtp/239.16.20.67:10670
湖南茶频道,http://1.192.241.97:8188/rtp/239.16.20.68:10680
IPTV导视,http://1.192.241.97:8188/rtp/239.16.10.218:2000
体育赛事,http://1.192.241.97:8188/rtp/239.16.20.128:11280
中华特产,http://1.192.241.97:8188/rtp/239.16.20.132:11320
商丘1新闻综合,http://1.192.241.97:8188/rtp/239.16.10.153:2000
商丘2公共频道,http://1.192.241.97:8188/rtp/239.16.10.168:2000
商丘3文体科教,http://1.192.241.97:8188/rtp/239.16.10.169:2000
许昌农业科教,http://1.192.241.97:8188/rtp/239.16.10.60:2000
许昌综合频道,http://1.192.241.97:8188/rtp/239.16.10.47:2000
平顶山新闻综合,http://1.192.241.97:8188/rtp/239.16.20.137:11370
平顶山城市频道,http://1.192.241.97:8188/rtp/239.16.20.151:11510
平顶山公共频道,http://1.192.241.97:8188/rtp/239.16.20.152:11520
平顶山教育台,http://1.192.241.97:8188/rtp/239.16.20.27:10270
新乡综合频道,http://1.192.241.97:8188/rtp/239.16.20.18:10180
邓州综合频道,http://1.192.241.97:8188/rtp/239.16.20.20:10200
获嘉综合频道,http://1.192.241.97:8188/rtp/239.16.20.25:10250
